"Country","Language Name","Language Code","Classification","Family","Is ISO Recognized","Is Sign Language","1st Language Pop","Language Vitality","Alternate Names","GRN Numbers","Varieties (ROLV)","Continent","Country Code","Is Remaining V2025 Need"
"India","Khamba [kbg]","kbg","Sino-Tibetan, Tibeto-Burman, Unclassified","Sino-Tibetan","Yes","No","780","6b - Threatened","Khamba Khaadi (IN, L)","Khamba (19084, GRN rec: No)","","Asia","IN","No"
"India","Koch [kdq]","kdq","Sino-Tibetan, Tibeto-Burman, Sal, Boro-Garo, Koch","Sino-Tibetan","Yes","No","50,1","6a - Vigorous","Dasgaya (IN, L)Koc (BD, L)Koc (IN, L)Kocch (BD, L)Kocch (IN, L)Koce (BD, L)Koce (IN, L)Kocha (IN, L)Kochboli (BD, L)Kochboli (IN, L)Konch (BD, L)Konch (IN, L)","Koch (4392, GRN rec: Yes)Koch (4392, GRN rec: Yes)Koch: Harigaya (12084, GRN rec: No)Koch: Harigaya (12084, GRN rec: No)Koch: Tintekiya (12086, GRN rec: No)Koch: Tintekiya (12086, GRN rec: No)Koch: Wanang (12087, GRN rec: No)Koch: Wanang (12087, GRN rec: No)Koch: Chapra (25626, GRN rec: No)Koch: Chapra (25626, GRN rec: No)Koch: Margan (25627, GRN rec: No)Koch: Margan (25627, GRN rec: No)","Harigaya (12084)Tintekiya (12086)Wanang (12087)Chapra (25626)Margan (25627)","Asia","IN","No"
"India","Kadar [kej]","kej","Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Tamil-Malayalam, Malayalam","Dravidian","Yes","No","1,96","6b - Threatened","Kada (IN, L)Kadir (IN, L)","Kadar (11279, GRN rec: Yes)","","Asia","IN","No"
"India","Kaikadi [kep]","kep","Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Tamil-Malayalam, Tamil","Dravidian","Yes","No","25,9","6a - Vigorous","Kaikadia (IN, L)Kaikai (IN, L)Kokadi (IN, L)","Kaikadi (3908, GRN rec: Yes)","","Asia","IN","No"
"India","Kamar [keq]","keq","Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Eastern, East Central","Indo-European","Yes","No","40","6a - Vigorous","","Kamar (23783, GRN rec: No)","","Asia","IN","No"
"India","Kanikkaran [kev]","kev","Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Tamil-Malayalam, Tamil","Dravidian","Yes","No","19","6b - Threatened","Kanikkar (IN, L)Kannikan (IN, L)Kannikaran (IN, L)Kannikharan (IN, L)Malampashi (IN, L)","Arikka (4046, GRN rec: Yes)Kanikkaran (4047, GRN rec: Yes)","Arikka (04046)","Asia","IN","No"
"India","Kukna [kex]","kex","Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Southern, Konkani","Indo-European","Yes","No","417","3 - Wider Communication","Kanara (IN, L)Kanara Konkani (IN, L)Kokna (IN, L)Kokni (IN, L)","Dangi (3509, GRN rec: Yes)Kokoni: Nasik (3864, GRN rec: Yes)Kokoni: Dhulia (3889, GRN rec: Yes)Kukna (18807, GRN rec: Yes)","Dangi (03509)Nasik (03864)Dhulia (03889)","Asia","IN","No"
"India","Kupia [key]","key","Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Eastern, Oriya","Indo-European","Yes","No","6,6","6b - Threatened","Valmiki (IN, L)","Kupiya (3455, GRN rec: Yes)Valmiki: Bhasa (22374, GRN rec: Yes)","Bhasa (22374)","Asia","IN","No"
"India","Kodava [kfa]","kfa","Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Kodagu","Dravidian","Yes","No","114","5 - Developing","Coorg (IN, L)Coorgi Kodava (IN, L)Kadagi (IN, L)Khurgi (IN, L)Kodagu (IN, L)Kotagu (IN, L)Kurja (IN, L)Kurug (IN, L)","Coorgi (4078, GRN rec: Yes)","","Asia","IN","No"
"India","Kolami, Northwestern [kfb]","kfb","Dravidian, Central, Kolami-Naiki","Dravidian","Yes","No","128","5 - Developing","Kolam (IN, L)Kolamboli (IN, L)Kolami (IN, L)Kolamy (IN, L)Kolmi (IN, L)Kulme (IN, L)","Kolami, Northwestern (3914, GRN rec: Yes)Kolami: Madka-Kinwa (12140, GRN rec: Yes)Kolami, Northwestern: Maregaon (12141, GRN rec: No)Kolami, Northwestern: Pulgaon (12142, GRN rec: No)Kolami: Wani (12143, GRN rec: Yes)","Madka-Kinwa (12140)Maregaon (12141)Pulgaon (12142)Wani (12143)","Asia","IN","No"
"India","Konda-Dora [kfc]","kfc","Dravidian, South-Central, Gondi-Kui, Konda-Kui, Konda","Dravidian","Yes","No","60,7","5 - Developing","Konda (IN, L)Konda (IN, L)Kubi (IN, L)Porja (IN, L)","Porja: Jhordia (3414, GRN rec: Yes)Porja: Konda (3415, GRN rec: Yes)Konda Dora (3457, GRN rec: Yes)Konda-Dora: Parji (29504, GRN rec: No)","Jhordia (03414)Konda (03415)Porja (29504)","Asia","IN","No"
"India","Koraga, Korra [kfd]","kfd","Dravidian, Southern, Tulu, Koraga","Dravidian","Yes","No","14","6b - Threatened","Koragar (IN, L)Koragara (IN, L)Korangi (IN, L)Korra (IN, L)","Koraru, Koroga (4210, GRN rec: Yes)Koraga, Korra: Ande (25749, GRN rec: No)Koraga, Korra: Onti (25750, GRN rec: No)Koraga, Korra: Tappu (25751, GRN rec: No)","Ande (25749)Onti (25750)Tappu (25751)","Asia","IN","No"
"India","Kota [kfe]","kfe","Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Toda-Kota","Dravidian","Yes","No","930","6a - Vigorous","Knof (IN, L)Kō mānt (IN, L)Kohatur (IN, L)Kotar (IN, L)Kotha (IN, L)Kother-Tamil (IN, L)Kotta (IN, L)Kov (IN, L)Kowe-Adiwasi (IN, L)Kuof (IN, L)","Kota (891, GRN rec: Yes)Kota: Ko Bashai (12317, GRN rec: No)","Ko Bashai (12317)","Asia","IN","No"
"India","Koya [kff]","kff","Dravidian, South-Central, Gondi-Kui, Konda-Kui, Manda-Kui, Kui-Kuvi","Dravidian","Yes","No","455","5 - Developing","Chintoor Koya (IN, L)Dor Koi (IN, L)Dora (IN, L)Dora Koi (IN, L)Dorla Koitur (IN, L)Dorla Koya (IN, L)Godavari Koya (IN, L)Gommu Koya (IN, L)Gotte Koya (IN, L)Korla (IN, L)Kavor (IN, L)Kaya (IN, L)Koa (IN, L)Koi (IN, L)Koi Gondi (IN, L)Koitar (IN, L)Koyato (IN, L)Koyi (IN, L)Raj Koya (IN, L)","Koya. (2331, GRN rec: Yes)Koya (3452, GRN rec: Yes)Gondi: Raj (3861, GRN rec: Yes)Gondi: Dorla (3977, GRN rec: Yes)Rajkoya (4084, GRN rec: Yes)Koya: Godavari (5019, GRN rec: Yes)Koya: Podia (12326, GRN rec: Yes)Koya: Malakangiri (18809, GRN rec: Yes)","Koya. (02331)Raj (03861)Dorla (03977)Rajkoya (04084)Godavari (05019)Podia (12326)Malakangiri (18809)","Asia","IN","No"
"India","Kudiya [kfg]","kfg","Dravidian, Southern, Tulu","Dravidian","Yes","No","1","6b - Threatened","Kurku (IN, L)Kutiya (IN, L)Male Kudiya (IN, L)","Kudiya (12409, GRN rec: Yes)","","Asia","IN","No"
"India","Kurichiya [kfh]","kfh","Dravidian, Southern","Dravidian","Yes","No","29,4","6b - Threatened","Kowohans (IN, L)Kurichchan (IN, L)Kurichchia (IN, L)Kurichia (IN, L)Kurichiyars (IN, L)Kuruchans (IN, L)","Kurichia (12552, GRN rec: Yes)Kurichiya: Kunnam (25752, GRN rec: No)Kurichiya: Wayanad (25753, GRN rec: No)","Kunnam (25752)Wayanad (25753)","Asia","IN","No"
"India","Kurumba, Kannada [kfi]","kfi","Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Kodagu","Dravidian","Yes","No","180","5 - Developing","Canarese (IN, L)Kannada (IN, L)Korambar (IN, L)Kuramwari (IN, L)Kuremban (IN, L)Kuruba (IN, L)Kuruban (IN, L)Kurubar (IN, L)Kurubas Kuruma (IN, L)Kuruman (IN, L)Kurumans (IN, L)Kurumar (IN, L)Kurumba (IN, L)Kurumban (IN, L)Kurumbar (IN, L)Kurumbas (IN, L)Kurumvari (IN, L)Palu Kurumba (IN, L)Southern Nonstandard Kannada (IN, L)","Kurumba, Kannada (884, GRN rec: Yes)Moopan (4205, GRN rec: Yes)Kurumbas: Attapadi (4741, GRN rec: Yes)Kurumba, Kannada: Coimbatore (25754, GRN rec: No)Kurumba, Kannada: Dharmapuri (25755, GRN rec: No)Kurumba, Kannada: Pudukottai (25756, GRN rec: No)Kurumba, Kannada: Vokkaliga Bhasha (28775, GRN rec: No)","Moopan (04205)Attapadi (04741)Coimbatore (25754)Dharmapuri (25755)Pudukottai (25756)Vokkaliga Bhasha (28775)","Asia","IN","No"
"India","Kinnauri [kfk]","kfk","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Himalayish, Kinauri","Sino-Tibetan","Yes","No","83,6","6b - Threatened","Kanauri (IN, L)Kanaury Anuskad (IN, L)Kanawari (IN, L)Kanawi (IN, L)Kanoreunu Skad (IN, L)Kanorin Skad (IN, L)Kanorug Skadd (IN, L)Kinnaura Yanuskad (IN, L)Kinner (IN, L)Kinori (IN, L)Koonawure (IN, L)Kunawari (IN, L)Kunawur (IN, L)Lower Kinnauri (IN, L)Malhesti (IN, L)Milchan (IN, L)Milchanang (IN, L)Milchang (IN, L)Tibas Skad (IN, L)","Kanauri (2444, GRN rec: Yes)","","Asia","IN","No"
"India","Korwa [kfp]","kfp","Austro-Asiatic, Munda, North Munda, Kherwari, Mundari","Austro-Asiatic","Yes","No","28,5","6b - Threatened","Ernga (IN, L)Erngga (IN, L)Korowa (IN, L)Singli (IN, L)","Korwa (12297, GRN rec: Yes)Korwa: Majhi-Korwa (12298, GRN rec: No)","Majhi-Korwa (12298)","Asia","IN","No"
"India","Korku [kfq]","kfq","Austro-Asiatic, Munda, North Munda, Korku","Austro-Asiatic","Yes","No","727","5 - Developing","Kurku-Ruma (IN, L)Muasi (IN, L)Muwasi (IN, L)Bondeya (IN, L)Bopchi (IN, L)Korki (IN, L)Kuri (IN, L)Kurku (IN, L)Ramekhera (IN, L)","Korku: Ramekhera (660, GRN rec: Yes)Korku: Bauriya (2242, GRN rec: Yes)Korku: Bondoy (12276, GRN rec: No)Korku: Mawasi (12277, GRN rec: Yes)Korku: Ruma (12278, GRN rec: No)Korku (18811, GRN rec: No)","Ramekhera (00660)Bauriya (02242)Bondoy (12276)Mawasi (12277)Ruma (12278)","Asia","IN","No"
"India","Kacchi [kfr]","kfr","Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Northwestern, Sindhi","Indo-European","Yes","No","1,265,360","5 - Developing","Cuchi (IN, L)Cuchi (MW, L)Cuchi (PK, L)Cutch (IN, L)Cutch (MW, L)Cutch (PK, L)Cutchi (TZ, L)Kachchhi (IN, L)Kachchhi (PK, L)Kachchi (IN, L)Kachchi (MW, L)Kachchi (PK, L)Kachchi (TZ, L)Kachi (IN, L)Kachi (MW, L)Kachi (PK, L)Kachi (TZ, L)Katch (IN, L)Katch (PK, L)Katchi (IN, L)Katchi (MW, L)Katchi (PK, L)Katchi (TZ, L)Kautchy (IN, L)Kautchy (PK, L)Kutchchi (IN, L)Kutchchi (PK, L)Kutchie (IN, L)Kutchie (PK, L)","Kutchi (3922, GRN rec: Yes)Kutchi (3922, GRN rec: Yes)Kutchi (3922, GRN rec: Yes)Kutchi (3922, GRN rec: Yes)Kunchi Korva (4222, GRN rec: Yes)Kunchi Korva (4222, GRN rec: Yes)Kunchi Korva (4222, GRN rec: Yes)Kunchi Korva (4222, GRN rec: Yes)Kachchi: Jadeji (11269, GRN rec: No)Kachchi: Jadeji (11269, GRN rec: No)Kachchi: Jadeji (11269, GRN rec: No)Kachchi: Jadeji (11269, GRN rec: No)","Kunchi Korva (04222)Jadeji (11269)","Asia","IN","No"
"India","Bilaspuri [kfs]","kfs","Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Pahari, Western Pahari","Indo-European","Yes","No","296","5 - Developing","Bilaspuri Pahari (IN, L)Himachali (IN, L)Kahluri (IN, L)Kehloori Pahari (IN, L)Kehluri (IN, L)Pacchmi (IN, L)Pahari (IN, L)","Bilaspuri (2441, GRN rec: Yes)","","Asia","IN","No"
"India","Kanjari [kft]","kft","Indo-European, Indo-Iranian, Indo-Aryan, Unclassified","Indo-European","Yes","No","91,2","6a - Vigorous","Kagari (IN, L)Kangar Bhat (IN, L)Kangri (IN, L)Kanjri (IN, L)","Kanjari (11522, GRN rec: Yes)Kanjari: Kuchbandhi (11523, GRN rec: Yes)","Kuchbandhi (11523)","Asia","IN","No"
"India","Katkari [kfu]","kfu","Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Southern, Konkani","Indo-European","Yes","No","12","6a - Vigorous","Katakari (IN, L)Katari (IN, L)Kathodi (IN, L)Katvadi (IN, L)","Kathodi (3542, GRN rec: Yes)Katkari: Central (25768, GRN rec: No)Katkari: Northern (25770, GRN rec: No)Katkari: Southern (25772, GRN rec: No)","Central (25768)Northern (25770)Southern (25772)","Asia","IN","No"
"India","Kurmukar [kfv]","kfv","Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Eastern, Bengali-Assamese","Indo-European","Yes","No","3","6b - Threatened","Kamar (IN, L)Karmakar (IN, L)Karmokar (IN, L)Kumbhakar (IN, L)Kumhar (IN, L)Umar (IN, L)","Karmokar (3525, GRN rec: Yes)","","Asia","IN","No"
"India","Naga, Kharam [kfw]","kfw","Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Northwestern","Sino-Tibetan","Yes","No","1,4","5 - Developing","Duisalongmei (IN, L)Thinglong (IN, L)","Naga, Kharam (19088, GRN rec: No)","","Asia","IN","No"
"India","Pahari, Kullu [kfx]","kfx","Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Pahari, Western Pahari","Indo-European","Yes","No","195","5 - Developing","Inner Seraji (IN, L)Saraji (IN, L)Siragi (IN, L)Siraji (IN, L)Kauli (IN, L)Kullui (IN, L)Kulu Boli (IN, L)Kulu Pahari (IN, L)Kului (IN, L)Kulvi (IN, L)Kulwali (IN, L)Pahari (IN, L)Pahari Kullu (IN, L)Phari Kulu (IN, L)","Kului (2423, GRN rec: Yes)Seraji: Inner (3313, GRN rec: Yes)Seraji: Outer (3314, GRN rec: Yes)Seraji: Mandi (3372, GRN rec: Yes)","Inner (03313)Outer (03314)Mandi (03372)","Asia","IN","No"
"India","Kumaoni [kfy]","kfy","Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Pahari, Central Pahari","Indo-European","Yes","No","2,080,000","5 - Developing","Kamaoni (IN, L)Kumau (IN, L)Kumauni (IN, L)Kumawani (IN, L)Kumgoni (IN, L)Kumman (IN, L)Kunayaoni (IN, L)","Kumaoni (754, GRN rec: Yes)Kumauni: Central (12461, GRN rec: Yes)Kumauni: Northeastern (12468, GRN rec: No)Kumauni: Pashchimi (12469, GRN rec: Yes)Kumauni: Soriyali (12473, GRN rec: Yes)Kumauni: Southeastern (12474, GRN rec: No)Kumauni: Western (12475, GRN rec: No)","Central (12461)Northeastern (12468)Pashchimi (12469)Soriyali (12473)Southeastern (12474)Western (12475)Chandpuria (31234)","Asia","IN","No"
"India","Khasi [kha]","kha","Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khasian","Austro-Asiatic","Yes","No","1,050,000","2 - Provincial","Cherrapunji (IN, L)Sohra (IN, L)Cossyah (BD, L)Kahasi (BD, L)Kahasi (IN, L)Kassi (IN, L)Ke Ktien Khasi (IN, L)Khasa (IN, L)Khashi (IN, L)Khasie (BD, L)Khasiyas (BD, L)Khasiyas (IN, L)Khassee (BD, L)Khuchia (BD, L)Khuchia (IN, L)Kyi (BD, L)","Khasi (253, GRN rec: Yes)Khasi (253, GRN rec: Yes)Khasi: War (866, GRN rec: Yes)Khasi: War (866, GRN rec: Yes)Khasia (5078, GRN rec: Yes)Khasia (5078, GRN rec: Yes)Khasi: Bhoi-Khasi (11954, GRN rec: No)Khasi: Bhoi-Khasi (11954, GRN rec: No)Khasi: Khynrium (20863, GRN rec: No)Khasi: Khynrium (20863, GRN rec: No)","War (00866)Khasia (05078)Bhoi-Khasi (11954)Khynrium (20863)","Asia","IN","No"
"India","Khandesi [khn]","khn","Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Khandesi","Indo-European","Yes","No","15,9","5 - Developing","Kunbau (IN, L)Dhed Gujari (IN, L)Khandeshi (IN, L)Khandeshi Bhili (IN, L)Khandish (IN, L)Maharashtra Bhil (IN, L)","Khandesi: Kotali Bhil (11938, GRN rec: No)Khandesi: Kunbi (11939, GRN rec: No)Khandesi: Rangari (11940, GRN rec: No)Khandesi (18816, GRN rec: Yes)Khandesi: Dangri (20580, GRN rec: No)","Kotali Bhil (11938)Kunbi (11939)Rangari (11940)Dangri (20580)","Asia","IN","No"
"India","Kharia [khr]","khr","Austro-Asiatic, Munda, South Munda, Kharia-Juang","Austro-Asiatic","Yes","No","301,23","5 - Developing","Haria (IN, L)Khadia (IN, L)Khadiya (NP, L)Khariya (IN, L)Khariya (NP, L)Khaɽiyā (IN, L)Khaɽiyā (NP, L)Kharvi (IN, L)Khatria (IN, L)Kheria (IN, L)","Khadia (3217, GRN rec: Yes)Khadia (3217, GRN rec: Yes)Khadia: Dhelki (3737, GRN rec: Yes)Khadia: Dhelki (3737, GRN rec: Yes)Khadia: Dudh (3738, GRN rec: Yes)Khadia: Dudh (3738, GRN rec: Yes)Kharia: Nepal (29668, GRN rec: No)Kharia: Nepal (29668, GRN rec: No)","Dhelki (03737)Dudh (03738)Nepal (29668)","Asia","IN","No"
"India","Naga, Khiamniungan [kix]","kix","Sino-Tibetan, Tibeto-Burman, Sal, Boro-Garo, Northern Naga","Sino-Tibetan","Yes","No","72","5 - Developing","Aoshedd (IN, L)Kalyokengnyu (IN, L)Khiamngan (IN, L)Khiamniungan (IN, L)Khiamniungan (MM, L)Khiemnungan (IN, L)Makware (MM, L)Nokaw (IN, L)Nokaw (MM, L)Para (MM, L)Tukhemmi (IN, L)Tukhemmi (MM, L)Welam (IN, L)Welam (MM, L)","Naga, Khiamniungan (4166, GRN rec: Yes)Naga, Khiamniungan (4166, GRN rec: Yes)Longsout (19391, GRN rec: Yes)Longsout (19391, GRN rec: Yes)Naga, Khiamniungan: Nokhu (25773, GRN rec: No)Naga, Khiamniungan: Nokhu (25773, GRN rec: No)Naga, Khiamniungan: Noklak (26020, GRN rec: No)Naga, Khiamniungan: Noklak (26020, GRN rec: No)Naga, Khiamniungan: Ponso (26957, GRN rec: No)Naga, Khiamniungan: Ponso (26957, GRN rec: No)Naga, Khiamniungan: Thang (26958, GRN rec: No)Naga, Khiamniungan: Thang (26958, GRN rec: No)Naga, Khiamniungan: Wolam (26959, GRN rec: No)Naga, Khiamniungan: Wolam (26959, GRN rec: No)","Longsout (19391)Nokhu (25773)Noklak (26020)Ponso (26957)Thang (26958)Wolam (26959)","Asia","IN","No"
"India","Kinnauri, Pahari [kjo]","kjo","Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Pahari, Western Pahari","Indo-European","Yes","No","6,33","5 - Developing","Boli (IN, L)Himachali (IN, L)Kinnauri Pahari (IN, L)Lower Kinnauri (IN, L)Oras Boli (IN, L)Orasi (IN, L)Ores (IN, L)Pahari (IN, L)Sonar Boli (IN, L)","Kinnauri, Pahari (12027, GRN rec: Yes)","","Asia","IN","No"
"India","Monpa, Kalaktang [kkf]","kkf","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish","Sino-Tibetan","Yes","No","8","6a - Vigorous","Sharpa-lo (IN, L)Southern Monpa (IN, L)Tsangla Monpa (IN, L)","Monpa, Kalaktang (14197, GRN rec: Yes)","","Asia","IN","No"
"India","Kumarbhag Paharia [kmj]","kmj","Dravidian, Northern","Dravidian","Yes","No","12,5","6a - Vigorous","Kumar (IN, L)Mad (IN, L)Mal (IN, L)Maler (IN, L)Malti (IN, L)Malto (IN, L)Maltu (IN, L)Paharia (IN, L)Pahariya (IN, L)","Paharia: Kumar Bagh (3923, GRN rec: Yes)Paharia: Sardar (3924, GRN rec: Yes)Paharia: Mal (3925, GRN rec: Yes)Kumarbhag Paharia (18818, GRN rec: No)","Kumar Bagh (03923)Sardar (03924)Mal (03925)","Asia","IN","No"
"India","Kom [kmm]","kmm","Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Northwestern","Sino-Tibetan","Yes","No","15,1","5 - Developing","Kom Rem (IN, L)Kom-tong (IN, L)","Kom Hrem (860, GRN rec: Yes)Kom: Kolhreng (12161, GRN rec: No)","Kolhreng (12161)","Asia","IN","No"
"India","Konkani [knn]","knn","Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Southern, Konkani","Indo-European","Yes","No","2,214,480","2 - Provincial","Bakoti (IN, L)Chitapavani (IN, L)Damani (IN, L)Dhanagari (IN, L)Dhed (IN, L)Ghati (IN, L)Holia (IN, L)Kayasthi (IN, L)Kudubi (IN, L)Malwani (IN, L)Parvari (IN, L)Sangamesvari (IN, L)Thakari (IN, L)Thakua (IN, L)Thakura (IN, L)Thakuri (IN, L)Amchigela (IN, L)Central Konkan (IN, L)Concorinum (IN, L)Cugani (IN, L)Kathodi (IN, L)Katvadi (IN, L)Konkan Standard (IN, L)Konkanese (IN, L)Konkani Mangalorean (IN, L)Kunabi (IN, L)North Konkan (IN, L)","Konkani: Koli (3910, GRN rec: Yes)Konkani (12225, GRN rec: No)Konkani: Bhandari (12234, GRN rec: No)Konkani: Ghati (12236, GRN rec: No)Konkani: Karhadi (12237, GRN rec: No)Konkani: Kiristav (12238, GRN rec: No)Konkani: Mahari (12239, GRN rec: No)Konkani: Parabhi (12240, GRN rec: No)Konkani: Sangamesvari (12241, GRN rec: No)Konkani: Thakuri (12242, GRN rec: No)Konkani: Agari of Kolaba (25774, GRN rec: No)Konkani: Kudumbi (25776, GRN rec: No)Konkani: Malwani (25777, GRN rec: No)Konkani: Agri (28938, GRN rec: No)Konkani: Antruzi (28939, GRN rec: No)Konkani: Bardeshi (28940, GRN rec: No)Konkani: Bicholi (28941, GRN rec: No)Konkani: Cancona (28942, GRN rec: No)Konkani: Chitpavani (28943, GRN rec: No)Konkani: Dhanagari (28944, GRN rec: No)Konkani: Karwari (28945, GRN rec: No)Konkani: Kodiyali (28946, GRN rec: No)Konkani: Kudali (28947, GRN rec: No)Konkani: Kunbi (28948, GRN rec: No)Konkani: Nawayathi (28949, GRN rec: No)Konkani: Sashti (28951, GRN rec: No)Konkani: Siddi (28952, GRN rec: No)","Koli (03910)Bhandari (12234)Ghati (12236)Karhadi (12237)Kiristav (12238)Mahari (12239)Parabhi (12240)Sangamesvari (12241)Thakuri (12242)Agari of Kolaba (25774)Kudumbi (25776)Malwani (25777)Agri (28938)Antruzi (28939)Chitpavani (28943)Dhanagari (28944)Kudali (28947)Kunbi (28948)Nawayathi (28949)Siddi (28952)","Asia","IN","No"
"India","Kurumba, Mullu [kpb]","kpb","Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Kodagu","Dravidian","Yes","No","26","6a - Vigorous","","Kurumba: Thean (4069, GRN rec: Yes)Mullu Kurumba (12571, GRN rec: Yes)","Thean (04069)","Asia","IN","No"
"India","Kurux [kru]","kru","Dravidian, Northern","Dravidian","Yes","No","2,124,700","6a - Threatened","Kadukali (IN, L)Kurka (IN, L)Kurukh (BD, L)Kurukh (BT, L)Kurukh (IN, L)Kurukh (NP, L)Kurukha (NP, L)Nepali Kurux (NP, L)Oraoan (BD, L)Oraoan (BT, L)Oraon (NP, L)Orau (NP, L)Urang (IN, L)Uranw (NP, L)Uraon (BD, L)Uraon (BT, L)Uraon (IN, L)Uraon (NP, L)Urau (NP, L)Uraw (NP, L)","Kurukh (740, GRN rec: Yes)Kurukh (740, GRN rec: Yes)Kurukh (740, GRN rec: Yes)Kurukh (740, GRN rec: Yes)Orau (875, GRN rec: Yes)Orau (875, GRN rec: Yes)Orau (875, GRN rec: Yes)Orau (875, GRN rec: Yes)Kora (4186, GRN rec: Yes)Kora (4186, GRN rec: Yes)Kora (4186, GRN rec: Yes)Kora (4186, GRN rec: Yes)Kolha (4194, GRN rec: Yes)Kolha (4194, GRN rec: Yes)Kolha (4194, GRN rec: Yes)Kolha (4194, GRN rec: Yes)Kurukh, Nepali (4243, GRN rec: Yes)Kurukh, Nepali (4243, GRN rec: Yes)Kurukh, Nepali (4243, GRN rec: Yes)Kurukh, Nepali (4243, GRN rec: Yes)Urao (4390, GRN rec: Yes)Urao (4390, GRN rec: Yes)Urao (4390, GRN rec: Yes)Urao (4390, GRN rec: Yes)Orau: Northern (6125, GRN rec: Yes)Orau: Northern (6125, GRN rec: Yes)Orau: Northern (6125, GRN rec: Yes)Orau: Northern (6125, GRN rec: Yes)Kurux (6402, GRN rec: Yes)Kurux (6402, GRN rec: Yes)Kurux (6402, GRN rec: Yes)Kurux (6402, GRN rec: Yes)Kurukh: Ambikapur (18823, GRN rec: Yes)Kurukh: Ambikapur (18823, GRN rec: Yes)Kurukh: Ambikapur (18823, GRN rec: Yes)Kurukh: Ambikapur (18823, GRN rec: Yes)Kurux: Bangladesh (25226, GRN rec: No)Kurux: Bangladesh (25226, GRN rec: No)Kurux: Bangladesh (25226, GRN rec: No)Kurux: Bangladesh (25226, GRN rec: No)","Orau (00875)Kora (04186)Kolha (04194)Urao (04390)Northern (06125)Ambikapur (18823)Bangladesh (25226)","Asia","IN","No"
"India","Khamyang [ksu]","ksu","Kra-Dai, Kam-Tai, Tai, Southwestern","Kra-Dai","Yes","No","50","8a - Moribund","Khamiyang (IN, L)Khamjang (IN, L)Shyam (IN, L)Tai Khamyang (IN, L)Tai Nora (IN, L)","Khamyang (11932, GRN rec: Yes)","","Asia","IN","No"
"India","Kharia Thar [ksy]","ksy","Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Eastern, Bengali-Assamese","Indo-European","Yes","No","25","6a - Vigorous","Erenga (IN, L)Kheria (IN, L)Pahari (IN, L)Sabar (IN, L)","Kharia Thar (11950, GRN rec: No)","","Asia","IN","No"
"India","Kodaku [ksz]","ksz","Austro-Asiatic, Munda, North Munda, Kherwari","Austro-Asiatic","Yes","No","15,7","6b - Threatened","Koraku (IN, L)Korwa (IN, L)","Koraku (12264, GRN rec: No)","","Asia","IN","No"
"India","Khirwar [kwx]","kwx","Dravidian, South-Central, Gondi-Kui, Gondi","Dravidian","Yes","No","25,8","6a - Vigorous","Kalari (IN, L)Kharwâr (IN, L)Kherwari (IN, L)Khirwara (IN, L)","Khirwar (11962, GRN rec: Yes)","","Asia","IN","No"
