"Country","Language Name","Language Code","Classification","Family","Is ISO Recognized","Is Sign Language","1st Language Pop","Language Vitality","Alternate Names","GRN Numbers","Varieties (ROLV)","Continent","Country Code","Is Remaining V2025 Need"
"Bhutan","Lunanakha [luk]","luk","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, Southern","Sino-Tibetan","Yes","No","810","6b - Threatened","Lunana (BT, L)","Lunanakha (13121, GRN rec: No)","","Asia","BT","No"
"Bhutan","Layakha [lya]","lya","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, Southern","Sino-Tibetan","Yes","No","1,1","6b - Threatened","","Layakha (12818, GRN rec: No)","","Asia","BT","No"
"Bhutan","Nyenkha [neh]","neh","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, East Bodish, Bumthang","Sino-Tibetan","Yes","No","10","6b - Threatened","Henkha (BT, L)Lap (BT, L)Mangde (BT, L)Mangdhika (BT, L)Mangsdekha (BT, L)Upper Mangdep (BT, L)","Nyenkha (15186, GRN rec: No)Nyenkha: Chutobikha (15187, GRN rec: No)Nyenkha: Phobjikha (15188, GRN rec: No)","Chutobikha (15187)Phobjikha (15188)","Asia","BT","No"
"Bhutan","Nupbikha [npb]","npb","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, East Bodish, Bumthang","Sino-Tibetan","Yes","No","3","6a - Vigorous","Nupbi (BT, L)Trongsakha (BT, L)","Nupbikha (15137, GRN rec: Yes)","","Asia","BT","No"
"Bhutan","Olekha [ole]","ole","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish","Sino-Tibetan","Yes","No","500","6b - Threatened","Black Mountain Language (BT, L)Monkha (BT, L)Monpa (BT, L)Ole Mönpa (BT, L)","Olekha (15278, GRN rec: No)","","Asia","BT","No"
"Bhutan","Chalikha [tgf]","tgf","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, East Bodish, Bumthang","Sino-Tibetan","Yes","No","1,5","6b - Threatened","Chali (BT, L)Chalipkha (BT, L)Tshali (BT, L)Tshalingpa (BT, L)","Chalikha (8693, GRN rec: No)","","Asia","BT","No"
"Bhutan","Tshangla [tsj]","tsj","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish","Sino-Tibetan","Yes","No","181,2","3 - Wider Communication","Canglo Monba (CN, L)Cangluo Menba (CN, L)Cangluo Menba (IN, L)Cangluo Monba (CN, L)Central Monpa (BT, L)Central Monpa (CN, L)Central Monpa (IN, L)Dirang (IN, L)Memba (IN, L)Menba (BT, L)Menba (CN, L)Menba (IN, L)Monba (CN, L)Monba (IN, L)Monpa (BT, L)Monpa (CN, L)Monpa (IN, L)Motuo (IN, L)Motuo Menba (CN, L)Sangla (BT, L)Sangla (CN, L)Sangla (IN, L)Sarchapkkha (BT, L)Shachobiikha (BT, L)Shachopkha (BT, L)Sharchagpakha (BT, L)Sharchhokpa (BT, L)Sharchhop (BT, L)Sharchokpa-lo (BT, L)Sharchopkha (IN, L)Tsangla (BT, L)Tsangla (IN, L)Tsangla Monba (CN, L)Tsanglo (CN, L)Tschanglo (BT, L)Tshalingpa (BT, L)","Tsangla (595, GRN rec: Yes)Tsangla (595, GRN rec: Yes)Tsangla (595, GRN rec: Yes)Memba (6342, GRN rec: Yes)Memba (6342, GRN rec: Yes)Memba (6342, GRN rec: Yes)Monpa: Dirang (14202, GRN rec: Yes)Monpa: Dirang (14202, GRN rec: Yes)Monpa: Dirang (14202, GRN rec: Yes)","Memba (06342)Dirang (14202)","Asia","BT","No"
"Bhutan","Khengkha [xkf]","xkf","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, East Bodish, Bumthang","Sino-Tibetan","Yes","No","50","6a - Vigorous","Ken (BT, L)Keng (BT, L)Kenkha (BT, L)Khen (BT, L)Khenkha (BT, L)Kyengkha (BT, L)","Khengkha (11959, GRN rec: Yes)Khengkha: Lower (26662, GRN rec: No)Khengkha: Middle (26663, GRN rec: No)Khengkha: Upper (26664, GRN rec: No)","Lower (26662)Middle (26663)Upper (26664)","Asia","BT","No"
"Bhutan","Kurtokha [xkz]","xkz","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, East Bodish, Bumthang","Sino-Tibetan","Yes","No","15","6b - Threatened","Gurtü (BT, L)Kurteopkha (BT, L)Kürthöpka (BT, L)Kurthopkha (BT, L)Kurtobikha (BT, L)Kurtöp (BT, L)Kurtopakha (BT, L)Kurtotpikha (BT, L)","Kurtokha (12566, GRN rec: Yes)","","Asia","BT","No"
"China","Bumang [bvp]","bvp","Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Bit-Khang","Austro-Asiatic","Yes","No","200","6b - Threatened","Manzhang Dai (CN, L)","Bumang (22536, GRN rec: No)","","Asia","CN","Yes"
"China","Jinuo, Buyuan [jiy]","jiy","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central","Sino-Tibetan","Yes","No","1","6b - Threatened","Buyuan (CN, L)Jino (CN, L)","Jinuo, Buyuan (11178, GRN rec: Yes)","","Asia","CN","Yes"
"China","Achang [acn]","acn","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Northern","Sino-Tibetan","Yes","No","62,7","5 - Shifting","Chintaw (CN, L)Husa (CN, L)Xiandao (CN, L)Acang (CN, L)Acang (MM, L)Achang (MM, L)Ach'ang (CN, L)Achung (CN, L)Ahchan (CN, L)Anchan (MM, L)Atsang (CN, L)Atsang (MM, L)Chung (MM, L)Lawng (CN, L)Longchuan Achang (MM, L)Maingtha (CN, L)Maingtha (MM, L)Manmaw (MM, L)Mönghsa (CN, L)Mönghsa (MM, L)Ngacang (CN, L)Ngac'ang (CN, L)Ngac'ang (MM, L)Ngachang (CN, L)Ngachang (MM, L)Ngatsang (CN, L)Ngo Chang (CN, L)Ngochang (CN, L)Ngoq Changh (MM, L)Ngoqchangh (MM, L)Tai Sa' (MM, L)Xiandao (CN, L)","Ngochang (4370, GRN rec: Yes)Ngochang (4370, GRN rec: Yes)Achang: Yanghe (6294, GRN rec: Yes)Achang: Yanghe (6294, GRN rec: Yes)Achang: Kantau (6295, GRN rec: Yes)Achang: Kantau (6295, GRN rec: Yes)Achang: Lianghe (6658, GRN rec: No)Achang: Lianghe (6658, GRN rec: No)Achang: Longchuan (6659, GRN rec: No)Achang: Longchuan (6659, GRN rec: No)Achang: Luxi (6660, GRN rec: No)Achang: Luxi (6660, GRN rec: No)Achang: Maingtha (6661, GRN rec: No)Achang: Maingtha (6661, GRN rec: No)Xiandao: Yingjiang (18356, GRN rec: Yes)Xiandao: Yingjiang (18356, GRN rec: Yes)","Yanghe (06294)Kantau (06295)Lianghe (06658)Longchuan (06659)Luxi (06660)Maingtha (06661)Yingjiang (18356)","Asia","CN","No"
"China","Tibetan, Amdo [adx]","adx","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Amdo","Sino-Tibetan","Yes","No","1,800,000","6a - Vigorous","Banag (CN, L)Banang (CN, L)Bannong-Banmu (CN, L)Daofu (CN, L)Muqu (CN, L)Nongqu (CN, L)Panags (CN, L)Panakha (CN, L)Pananag (CN, L)Sbanag (CN, L)Sbranag (CN, L)Amdo (CN, L)Anduo (CN, L)Ngamdo (CN, L)Panang (CN, L)","Amdo (182, GRN rec: Yes)Amdo: Qinghai (6255, GRN rec: Yes)Tibetan, Amdo: Hbrogpa (6954, GRN rec: No)Tibetan, Amdo: Rongba (6955, GRN rec: Yes)Tibetan, Amdo: Rongma-Hbrogpa (6956, GRN rec: No)Tibetan, Amdo: Rtahu (6957, GRN rec: No)Tibetan, Amdo: Panang (15459, GRN rec: No)Tibetan, Amdo: Literary (21182, GRN rec: No)Amdo: Golog (22373, GRN rec: Yes)Amdo: Luhuo (22434, GRN rec: No)Amdo: South Nomadic (22435, GRN rec: No)","Qinghai (06255)Hbrogpa (06954)Rongba (06955)Rongma-Hbrogpa (06956)Rtahu (06957)Panang (15459)Literary (21182)Golog (22373)Luhuo (22434)South Nomadic (22435)","Asia","CN","No"
"China","Akeu [aeu]","aeu","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern","Sino-Tibetan","Yes","No","12,4","5 - Developing","Loma (LA, L)Louma (LA, L)Ake (CN, L)Akheu (MM, L)Akheu (TH, L)Aki (CN, L)Aki (LA, L)Aki (MM, L)Aki (TH, L)Akui (CN, L)Akui (LA, L)Akui (MM, L)Akui (TH, L)Gaol kheel (CN, L)Gaolkheel (CN, L)Gaolkheel (LA, L)Gaolkheel (MM, L)Gaolkheel (TH, L)Gokhu (CN, L)Gokhy (TH, L)Gouke (CN, L)","Akeu (1148, GRN rec: Yes)Akeu (1148, GRN rec: Yes)Akeu (1148, GRN rec: Yes)Akeu (1148, GRN rec: Yes)","","Asia","CN","No"
"China","Akha [ahk]","ahk","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern","Sino-Tibetan","Yes","No","616,6","3 - Developing","Botche (LA, L)Ko-Chipia (LA, L)Ko-Eupa (LA, L)Kofe (LA, L)Ko-Luma (LA, L)Ko-Nyaü (LA, L)Ko-Oma (LA, L)Ko-Phuso (LA, L)Ko-Puli (LA, L)Paza (LA, L)Puli (LA, L)A ka daw (CN, L)Aˬ khaˬ dawˬ (CN, L)Aˬ khaˬ dawˬ (LA, L)Aˬ khaˬ dawˬ (TH, L)Ahka (CN, L)Ahka (LA, L)Ahka (MM, L)Ahka (TH, L)Ahka (VN, L)Ai Ni (CN, L)Aini (CN, L)Aini (LA, L)Aini (MM, L)Aini (TH, L)Aini (VN, L)Aka (CN, L)Aka (LA, L)Aka (MM, L)Aka (TH, L)Aka (VN, L)Ak'a (CN, L)Ak'a (LA, L)Ak'a (MM, L)Ak'a (TH, L)Ak'a (VN, L)A˯ka˯daw˯ (LA, L)A˯ka˯daw˯ (MM, L)A˯ka˯daw˯ (TH, L)Aˬkhaˬ (MM, L)Avkavdawv (CN, L)Ikor (CN, L)Ikor (LA, L)Ikor (MM, L)Ikor (TH, L)Khao Ikor (VN, L)Yani (CN, L)Yani (LA, L)Yani (MM, L)Yani (TH, L)Yani (VN, L)Za Ni (CN, L)","Akha (529, GRN rec: Yes)Akha (529, GRN rec: Yes)Akha (529, GRN rec: Yes)Akha (529, GRN rec: Yes)Akha (529, GRN rec: Yes)Akha: Thailand (3127, GRN rec: Yes)Akha: Thailand (3127, GRN rec: Yes)Akha: Thailand (3127, GRN rec: Yes)Akha: Thailand (3127, GRN rec: Yes)Akha: Thailand (3127, GRN rec: Yes)Akha: Ako (6819, GRN rec: No)Akha: Ako (6819, GRN rec: No)Akha: Ako (6819, GRN rec: No)Akha: Ako (6819, GRN rec: No)Akha: Ako (6819, GRN rec: No)Akha: Asong (6820, GRN rec: No)Akha: Asong (6820, GRN rec: No)Akha: Asong (6820, GRN rec: No)Akha: Asong (6820, GRN rec: No)Akha: Asong (6820, GRN rec: No)Akha: Akha Buli (29812, GRN rec: No)Akha: Akha Buli (29812, GRN rec: No)Akha: Akha Buli (29812, GRN rec: No)Akha: Akha Buli (29812, GRN rec: No)Akha: Akha Buli (29812, GRN rec: No)Akha: Akha Chicho (29813, GRN rec: No)Akha: Akha Chicho (29813, GRN rec: No)Akha: Akha Chicho (29813, GRN rec: No)Akha: Akha Chicho (29813, GRN rec: No)Akha: Akha Chicho (29813, GRN rec: No)Akha: Akha Chipia (29814, GRN rec: No)Akha: Akha Chipia (29814, GRN rec: No)Akha: Akha Chipia (29814, GRN rec: No)Akha: Akha Chipia (29814, GRN rec: No)Akha: Akha Chipia (29814, GRN rec: No)Akha: Akha Eupa (29817, GRN rec: No)Akha: Akha Eupa (29817, GRN rec: No)Akha: Akha Eupa (29817, GRN rec: No)Akha: Akha Eupa (29817, GRN rec: No)Akha: Akha Eupa (29817, GRN rec: No)Akha: Akha Kopien (29818, GRN rec: No)Akha: Akha Kopien (29818, GRN rec: No)Akha: Akha Kopien (29818, GRN rec: No)Akha: Akha Kopien (29818, GRN rec: No)Akha: Akha Kopien (29818, GRN rec: No)Akha: Akha Nukui (29819, GRN rec: No)Akha: Akha Nukui (29819, GRN rec: No)Akha: Akha Nukui (29819, GRN rec: No)Akha: Akha Nukui (29819, GRN rec: No)Akha: Akha Nukui (29819, GRN rec: No)Akha: Akha Nyaeu (29820, GRN rec: No)Akha: Akha Nyaeu (29820, GRN rec: No)Akha: Akha Nyaeu (29820, GRN rec: No)Akha: Akha Nyaeu (29820, GRN rec: No)Akha: Akha Nyaeu (29820, GRN rec: No)Akha: Akha Oma (29821, GRN rec: No)Akha: Akha Oma (29821, GRN rec: No)Akha: Akha Oma (29821, GRN rec: No)Akha: Akha Oma (29821, GRN rec: No)Akha: Akha Oma (29821, GRN rec: No)Akha: Ko-Pala (29822, GRN rec: No)Akha: Ko-Pala (29822, GRN rec: No)Akha: Ko-Pala (29822, GRN rec: No)Akha: Ko-Pala (29822, GRN rec: No)Akha: Ko-Pala (29822, GRN rec: No)Akha: Luma (29823, GRN rec: No)Akha: Luma (29823, GRN rec: No)Akha: Luma (29823, GRN rec: No)Akha: Luma (29823, GRN rec: No)Akha: Luma (29823, GRN rec: No)Akha: Phusang (29824, GRN rec: No)Akha: Phusang (29824, GRN rec: No)Akha: Phusang (29824, GRN rec: No)Akha: Phusang (29824, GRN rec: No)Akha: Phusang (29824, GRN rec: No)","Thailand (03127)Ako (06819)Asong (06820)Chipia (29814)Eupa (29817)Nukui (29819)Nyaeu (29820)Oma (29821)Ko-Pala (29822)Luma (29823)Phusang (29824)","Asia","CN","No"
"China","Ainu [aib]","aib","Turkic, Eastern","Turkic","Yes","No","12","6b - Threatened","Aini (CN, L)Aynu (CN, L)Ejnu (CN, L)Eynu (CN, L)Šäyxil (CN, L)","Ainu [China] (18930, GRN rec: No)","","Asia","CN","Yes"
"China","Ai-Cham [aih]","aih","Kra-Dai, Kam-Tai, Kam-Sui","Kra-Dai","Yes","No","3","6b - Threatened","Atsam (CN, L)Jiamu (CN, L)Jiamuhua (CN, L)Jin (CN, L)Jinhua (CN, L)","Ai-Cham (6768, GRN rec: No)Ai-Cham: Boyao (6769, GRN rec: No)Ai-Cham: Di'e (6770, GRN rec: No)","Boyao (06769)Di'e (06770)","Asia","CN","Yes"
"China","A'ou [aou]","aou","Kra-Dai, Kra, Western Kra","Kra-Dai","Yes","No","50","8b - Nearly Extinct","Auo (CN, L)Awou (CN, L)","A'ou (10145, GRN rec: No)","","Asia","CN","No"
"China","Zaiwa [atb]","atb","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Northern","Sino-Tibetan","Yes","No","153","5 - Developing","Aci (CN, L)Aci (MM, L)Aji (CN, L)Atshi (CN, L)Atshi (MM, L)Atsi (CN, L)Atsi (MM, L)Atsi-Maru (CN, L)Atzi (CN, L)Atzi (MM, L)Azi (CN, L)Azi (MM, L)Szi (CN, L)Tsaiva (CN, L)Tsaiva (MM, L)Tsaiwa (CN, L)Tsaiwa (MM, L)Xiaoshanhua (CN, L)Zaiwâ (CN, L)Zaiwâ (MM, L)Zi (MM, L)","Zaiwa: Kachin (1176, GRN rec: Yes)Zaiwa: Kachin (1176, GRN rec: Yes)Zaiwa: Yunnan (22666, GRN rec: Yes)Zaiwa: Yunnan (22666, GRN rec: Yes)Zaiwa (22771, GRN rec: No)Zaiwa (22771, GRN rec: No)Zaiwa: Bengwa (24287, GRN rec: No)Zaiwa: Bengwa (24287, GRN rec: No)Zaiwa: Longzhun (24288, GRN rec: No)Zaiwa: Longzhun (24288, GRN rec: No)Zaiwa: Tingzhu (24289, GRN rec: No)Zaiwa: Tingzhu (24289, GRN rec: No)","Kachin (01176)Yunnan (22666)Bengwa (24287)Longzhun (24288)Tingzhu (24289)","Asia","CN","No"
"China","Alugu [aub]","aub","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern","Sino-Tibetan","Yes","No","3,5","6a - Vigorous","Muji (CN, L)Phula (CN, L)","Alugu (20316, GRN rec: No)","","Asia","CN","Yes"
"China","Azha [aza]","aza","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern","Sino-Tibetan","Yes","No","53","6a - Vigorous","Aji (CN, L)Ajiwa (CN, L)A'ndze (CN, L)A'ntsaozo (CN, L)Azan (CN, L)Black Phula (CN, L)Cowtail Phula (CN, L)Golden Phula (CN, L)Han Phula (CN, L)Hei Phula (CN, L)Hua Phula (CN, L)Hua Yi (CN, L)Jin Phula (CN, L)Nimitso (CN, L)Niuweiba Phula (CN, L)Phula (CN, L)Phuphje (CN, L)Shaoji Phula (CN, L)Sifter Basket Phula (CN, L)","Azha (20328, GRN rec: No)","","Asia","CN","No"
"China","Bugan [bbh]","bbh","Austro-Asiatic, Mon-Khmer, Palyu","Austro-Asiatic","Yes","No","2,7","6a - Vigorous","Bengan (CN, L)Ben'gan Yu (CN, L)Bogan (CN, L)Bugeng (CN, L)Hualo (CN, L)Hualuo (CN, L)Huazu (CN, L)Pakan (CN, L)Pukan (CN, L)Pukeng (CN, L)Puqeng (CN, L)","Bugan (8419, GRN rec: No)","","Asia","CN","Yes"
"China","Bai, Central [bca]","bca","Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Bai","Sino-Tibetan","Yes","No","800","6a - Vigorous","Baip‧ngvp‧zix (CN, L)Báiyǔ (CN, L)Baizu (CN, L)Labbu (CN, L)Minchia (CN, L)Minjia (CN, L)Minkia (CN, L)Nama (CN, L)Pai (CN, L)Yunnan Bai (CN, L)","Bai: Kuyao (6161, GRN rec: Yes)Bai, Central (6348, GRN rec: No)Bai, Central: Jianchuan (7542, GRN rec: No)Yi: Bai: Luquan (20159, GRN rec: No)Minjia (22365, GRN rec: Yes)Bai, Central: Eryuan (24330, GRN rec: No)Bai, Central: Heqing (24331, GRN rec: No)Bai, Central: Lanping (24333, GRN rec: No)Bai, Central: Yunlong (24334, GRN rec: No)","Kuyao (06161)Jianchuan (07542)Bai: Luquan (20159)Minjia (22365)Eryuan (24330)Heqing (24331)Lanping (24333)Yunlong (24334)","Asia","CN","No"
"China","Bai, Panyi [bfc]","bfc","Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Bai","Sino-Tibetan","Yes","No","35,2","6b - Threatened","Bijiang Bai (CN, L)Lan-Bi Bai (CN, L)Leme (CN, L)Lemei (CN, L)Lemo (CN, L)Lushui (CN, L)Northern Bai (CN, L)Panyi (CN, L)","Bai, Panyi (7541, GRN rec: No)Bai, Panyi: Da-E (23803, GRN rec: No)Bai, Panyi: Yu-Teu (23804, GRN rec: No)","Da-E (23803)Yu-Teu (23804)","Asia","CN","No"
"China","Bai, Southern [bfs]","bfs","Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Bai","Sino-Tibetan","Yes","No","680","6a - Vigorous","Baip‧ngvp‧zix (CN, L)Baizu (CN, L)","Bai: Dari (4699, GRN rec: Yes)Bai, Southern. (22780, GRN rec: No)Bai: Xiangyun (24396, GRN rec: No)","Dari (04699)Xiangyun (24396)","Asia","CN","No"
"China","Biao-Jiao Mien [bje]","bje","Hmong-Mien, Mienic, Biao-Jiao","Hmong-Mien","Yes","No","43","8b - Nearly Extinct","Ao Yao (CN, L)Biao Mien (CN, L)Biao Min (CN, L)Biaomin (CN, L)Byaumin (CN, L)Chao Kong Meng (CN, L)Dongshan Yao (CN, L)Jiaogong Mian (CN, L)Tshaukongmeng (CN, L)Ao Biao (CN, L)Biao Chao (CN, L)Biao-Jiao (CN, L)Biaomin (CN, L)Byau Min (CN, L)Dongshan Biao Min (CN, L)","Tuyao: Bama Dongsan (4975, GRN rec: Yes)Biao-Jiao Mien (8106, GRN rec: No)Biao-Jiao Mien: Jiaogong Mian (8108, GRN rec: No)","Bama Dongsan (04975)Jiaogong Mian (08108)","Asia","CN","No"
"China","Blang [blr]","blr","Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Waic, Bulang","Austro-Asiatic","Yes","No","58,2","5 - Developing","Bulang (CN, L)Bulang (MM, L)Bulang (TH, L)Bulang Yu (CN, L)Hkawa (TH, L)K'ala (CN, L)K'ala (MM, L)K'ala (TH, L)Kawa (CN, L)Kawa (MM, L)Kawa (TH, L)Khon Doi (TH, L)Kontoi (CN, L)Kontoi (MM, L)Kontoi (TH, L)K'wa (TH, L)Plang (CN, L)Plang (MM, L)Plang (TH, L)Pula (CN, L)Pula (MM, L)Pula (TH, L)Pulang (CN, L)Pulang (MM, L)Pulang (TH, L)Sen Chun (TH, L)Wa (TH, L)","Yi: Pula in Mengzi (6074, GRN rec: Yes)Yi: Pula in Mengzi (6074, GRN rec: Yes)Yi: Pula in Mengzi (6074, GRN rec: Yes)Yi: Pula in Yuanyang (6084, GRN rec: Yes)Yi: Pula in Yuanyang (6084, GRN rec: Yes)Yi: Pula in Yuanyang (6084, GRN rec: Yes)Blang-Shan (6164, GRN rec: Yes)Blang-Shan (6164, GRN rec: Yes)Blang-Shan (6164, GRN rec: Yes)Blang: Kem Degne (8198, GRN rec: No)Blang: Kem Degne (8198, GRN rec: No)Blang: Kem Degne (8198, GRN rec: No)Blang: Phang (8199, GRN rec: No)Blang: Phang (8199, GRN rec: No)Blang: Phang (8199, GRN rec: No)Blang: Burao (21276, GRN rec: No)Blang: Burao (21276, GRN rec: No)Blang: Burao (21276, GRN rec: No)Blang (22786, GRN rec: No)Blang (22786, GRN rec: No)Blang (22786, GRN rec: No)","Pula in Mengzi (06074)Pula in Yuanyang (06084)Blang-Shan (06164)Kem Degne (08198)Phang (08199)Burao (21276)","Asia","CN","No"
"China","Biao Mon [bmt]","bmt","Hmong-Mien, Mienic, Mian-Jin","Hmong-Mien","Yes","No","20","6b - Threatened","Min Yao (CN, L)Sida Min Yao (CN, L)Biao Mien (CN, L)Biaoman (CN, L)Biao-Mian (CN, L)Byaumon (CN, L)Changping (CN, L)Min Yao (CN, L)Sida Min Yao (CN, L)","Biao Mien (8105, GRN rec: No)Biao Mien: Biao Mon (24471, GRN rec: No)","Biao Mon (24471)","Asia","CN","Yes"
"China","Tibetan, Central [bod]","bod","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central","Sino-Tibetan","Yes","No","1,215,980","2 - Provincial","Anshuenkuan Nyarong (IN, L)Batang (IN, L)Dbusgtsang (CN, L)Lhasa (CN, L)Ngari (CN, L)Tatsienlu (IN, L)Tsang (CN, L)Ü (CN, L)Bhotia (CN, L)Bhotia (IN, L)Bhotia (NP, L)Bod (IN, L)Bod Skad (NP, L)Central Tibetan (IN, L)Central Tibetan (NP, L)Lhasa Tibetan (CN, L)Literary Tibetan (CN, L)Literary Tibetan (NP, L)Phoke (CN, L)Phoke (IN, L)Phoke (NP, L)Pohbetian (IN, L)Poke (IN, L)Poke (NP, L)Skad (IN, L)Tebilian (IN, L)Tibate (IN, L)Tibetan (CN, L)Wei (CN, L)Weizang (CN, L)Zang (CN, L)Zang Wen (NP, L)","Lhasa (690, GRN rec: Yes)Lhasa (690, GRN rec: Yes)Lhasa (690, GRN rec: Yes)Tibetan, Central (1274, GRN rec: Yes)Tibetan, Central (1274, GRN rec: Yes)Tibetan, Central (1274, GRN rec: Yes)Spitti (2445, GRN rec: Yes)Spitti (2445, GRN rec: Yes)Spitti (2445, GRN rec: Yes)Bhotia: Tuth Valley (3386, GRN rec: Yes)Bhotia: Tuth Valley (3386, GRN rec: Yes)Bhotia: Tuth Valley (3386, GRN rec: Yes)Tibetan: Colloquial (4380, GRN rec: Yes)Tibetan: Colloquial (4380, GRN rec: Yes)Tibetan: Colloquial (4380, GRN rec: Yes)Tibetan, Central: Dbus (17464, GRN rec: No)Tibetan, Central: Dbus (17464, GRN rec: No)Tibetan, Central: Dbus (17464, GRN rec: No)Tibetan, Central: Gtsang (17465, GRN rec: No)Tibetan, Central: Gtsang (17465, GRN rec: No)Tibetan, Central: Gtsang (17465, GRN rec: No)Tibetan: Kongbo (17466, GRN rec: No)Tibetan: Kongbo (17466, GRN rec: No)Tibetan: Kongbo (17466, GRN rec: No)Tibetan, Central: Mngahris (17467, GRN rec: No)Tibetan, Central: Mngahris (17467, GRN rec: No)Tibetan, Central: Mngahris (17467, GRN rec: No)Tibetan, Central: Classical (21177, GRN rec: No)Tibetan, Central: Classical (21177, GRN rec: No)Tibetan, Central: Classical (21177, GRN rec: No)Tibetan, Central: Media (21179, GRN rec: No)Tibetan, Central: Media (21179, GRN rec: No)Tibetan, Central: Media (21179, GRN rec: No)Central Tibetan: Nepali (22509, GRN rec: Yes)Central Tibetan: Nepali (22509, GRN rec: Yes)Central Tibetan: Nepali (22509, GRN rec: Yes)Tibetan, Central: Aba (24480, GRN rec: No)Tibetan, Central: Aba (24480, GRN rec: No)Tibetan, Central: Aba (24480, GRN rec: No)Tibetan, Central: Dartsemdo (24481, GRN rec: No)Tibetan, Central: Dartsemdo (24481, GRN rec: No)Tibetan, Central: Dartsemdo (24481, GRN rec: No)Tibetan, Central: Deqing Zang (24482, GRN rec: No)Tibetan, Central: Deqing Zang (24482, GRN rec: No)Tibetan, Central: Deqing Zang (24482, GRN rec: No)Tibetan, Central: Diaspora Tibetan (24483, GRN rec: No)Tibetan, Central: Diaspora Tibetan (24483, GRN rec: No)Tibetan, Central: Diaspora Tibetan (24483, GRN rec: No)Tibetan, Central: Dru (24484, GRN rec: No)Tibetan, Central: Dru (24484, GRN rec: No)Tibetan, Central: Dru (24484, GRN rec: No)Tibetan, Central: Hanniu (24485, GRN rec: No)Tibetan, Central: Hanniu (24485, GRN rec: No)Tibetan, Central: Hanniu (24485, GRN rec: No)Tibetan, Central: Nganshuenkuan (24486, GRN rec: No)Tibetan, Central: Nganshuenkuan (24486, GRN rec: No)Tibetan, Central: Nganshuenkuan (24486, GRN rec: No)Tibetan, Central: Panakha-Panags (24487, GRN rec: No)Tibetan, Central: Panakha-Panags (24487, GRN rec: No)Tibetan, Central: Panakha-Panags (24487, GRN rec: No)Tibetan, Central: Paurong (24488, GRN rec: No)Tibetan, Central: Paurong (24488, GRN rec: No)Tibetan, Central: Paurong (24488, GRN rec: No)Tibetan, Central: Utsang (24489, GRN rec: No)Tibetan, Central: Utsang (24489, GRN rec: No)Tibetan, Central: Utsang (24489, GRN rec: No)","Lhasa (00690)Spitti (02445)Tuth Valley (03386)Colloquial (04380)Dbus (17464)Gtsang (17465)Mngahris (17467)Classical (21177)Media (21179)Nepali (22509)Aba (24480)Dartsemdo (24481)Deqing Zang (24482)Diaspora (24483)Dru (24484)Hanniu (24485)Nganshuenkuan (24486)Panakha-Panags (24487)Paurong (24488)Utsang (24489)","Asia","CN","No"
"China","Dzao Min [bpn]","bpn","Hmong-Mien, Mienic, Zaomin","Hmong-Mien","Yes","No","60","6a - Vigorous","Ba Pai Yao (CN, L)dzau min (CN, L)Yao Min (CN, L)Yau Min (CN, L)Zaomin (CN, L)","Dzao Min (6137, GRN rec: Yes)","","Asia","CN","Yes"
"China","Baima [bqh]","bqh","Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Baima","Sino-Tibetan","Yes","No","10","6b - Threatened","Jiuzhaigou Baima (CN, L)Pingwu Baima (CN, L)Songpan Baima (CN, L)Wen Baima (CN, L)Wenxian Baima (CN, L)Bai Ma (CN, L)Pe (CN, L)To Pu (CN, L)","Baima (7543, GRN rec: Yes)Baima: Northern (24498, GRN rec: No)Baima: Southern (24499, GRN rec: No)Baima: Western (24500, GRN rec: No)","Northern (24498)Southern (24499)Western (24500)","Asia","CN","Yes"
